Employee_ID,Name,Dept,Role,Age,MonthlySalary,Attrition_Prob,Risk,Engagement,PerformanceRating,Skill_Gap,Primary_Gap,Recommendation
1162,Reyansh Reddy 1062,IT,Engineer,22,41553,0.9525,HIGH,53.7,4,"Cloud Infrastructure, Linux",Cloud Infrastructure,Learn Cloud Infrastructure: Mastering Cloud Infrastructure
1163,Meera Das 1063,IT,Tester,29,52881,0.0008,LOW,100.0,2,"Bug Tracking, Jira, Test Automation",Bug Tracking,Learn Bug Tracking: Mastering Bug Tracking
1164,Vihaan Verma 1064,Sales,Sales Executive,43,36379,0.8541,HIGH,71.4,3,"Client Relationship Management, Salesforce",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1165,Steven Barnett 1065,Finance,Auditor,35,125791,0.0002,LOW,93.9,2,"ACL Analytics, Financial Controls",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
1166,Megan Williams 1066,Sales,Account Manager,33,140664,0.0,LOW,86.0,2,"Account Growth, Zendesk",Account Growth,Learn Account Growth: Mastering Account Growth
1167,Ashley Marsh 1067,IT,Tester,43,104306,0.4693,MEDIUM,68.1,2,"Postman, Test Automation",Postman,Learn Postman: Mastering Postman
1168,Clinton Scott 1068,Finance,Accountant,37,175160,0.0,LOW,74.2,2,"Excel, Financial Accounting, SAP Financials",Excel,Learn Excel: Mastering Excel
1169,Aditi Sen 1069,Finance,Auditor,22,139512,0.0,LOW,73.8,3,"ACL Analytics, Risk Assessment",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
1170,Shannon Clark 1070,Sales,Sales Executive,40,51350,0.0002,LOW,94.1,5,"HubSpot, Negotiation",HubSpot,Learn HubSpot: Mastering HubSpot
1171,Diya Patel 1071,Sales,Sales Executive,40,134599,0.0002,LOW,82.0,3,"B2B Sales, HubSpot",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1172,Peter Mckee 1072,Finance,Accountant,23,116397,0.0003,LOW,62.3,4,"SAP Financials, Tax Compliance",SAP Financials,Learn SAP Financials: Mastering SAP Financials
1173,Kabir Mehta 1073,Support,Support Engineer,32,114509,0.0,LOW,76.2,2,"Postman, Splunk",Postman,Learn Postman: Mastering Postman
1174,Brenda Bauer 1074,Sales,Sales Executive,22,52769,0.4034,LOW,81.7,3,"Client Relationship Management, LinkedIn Sales Navigator",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1175,Ananya Singh 1075,Sales,Business Development,56,136584,0.0001,LOW,57.9,2,"Salesforce, ZoomInfo",Salesforce,Learn Salesforce: Mastering Salesforce
1176,Steven Barnett 1076,IT,Data Analyst,34,81365,0.9716,HIGH,77.9,2,"Business Reporting, Excel, Statistical Analysis, Tableau",Business Reporting,Learn Business Reporting: Mastering Business Reporting
1177,Anna Dominguez 1077,IT,Cybersecurity Specialist,36,85185,0.0,LOW,88.1,2,"SIEM Tools, Splunk, Vulnerability Assessment, Wireshark",SIEM Tools,Learn SIEM Tools: Mastering SIEM Tools
1178,Erin Massey 1078,IT,Data Analyst,39,168858,0.0,LOW,61.7,3,"Business Reporting, Python, Statistical Analysis",Business Reporting,Learn Business Reporting: Mastering Business Reporting
1179,Brenda Bauer 1079,Marketing,Content Lead,54,161525,0.0,LOW,63.4,2,"Brand Storytelling, Content Production",Brand Storytelling,Learn Brand Storytelling: Mastering Brand Storytelling
1180,Jeffery Lopez 1080,HR,Recruitment Specialist,26,167692,0.004,LOW,85.9,4,"LinkedIn Recruiter, Salary Benchmarking",LinkedIn Recruiter,Learn LinkedIn Recruiter: Mastering LinkedIn Recruiter
1181,Ayaan Saxena 1081,IT,Data Analyst,33,71303,0.9696,HIGH,67.7,3,"Data Cleaning, PowerBI, Tableau",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
1182,Norman Lane 1082,Marketing,SEO Analyst,56,54589,0.0056,LOW,60.2,4,"Competitor Analysis, Rank Tracking",Competitor Analysis,Learn Competitor Analysis: Mastering Competitor Analysis
1183,Peggy Mann 1083,Finance,Accountant,42,37882,0.1448,LOW,82.6,5,"QuickBooks, Tax Compliance",QuickBooks,Learn QuickBooks: Mastering QuickBooks
1184,Saanvi Iyer 1084,Sales,Sales Executive,38,164236,0.001,LOW,78.9,3,"B2B Sales, Lead Generation, LinkedIn Sales Navigator",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1185,Anna Dominguez 1085,HR,HR Manager,32,44745,0.0008,LOW,73.1,4,"Performance Management, Talent Acquisition",Performance Management,Learn Performance Management: Mastering Performance Management
1186,Ayaan Saxena 1086,HR,Employee Relations,50,50861,0.1754,LOW,85.5,2,"Conflict Resolution, ServiceNow HR",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
1187,David Williams 1087,Sales,Sales Executive,27,126707,0.0014,LOW,86.3,4,"Lead Generation, Negotiation",Lead Generation,Learn Lead Generation: Mastering Lead Generation
1188,Aditya Kumar 1088,Finance,Auditor,52,89261,0.0598,LOW,71.0,3,"Excel, SAP",Excel,Learn Excel: Mastering Excel
1189,Sara Khan 1089,IT,Cybersecurity Specialist,39,168909,0.0001,LOW,95.7,3,"Incident Response, Nmap, SIEM Tools, Wireshark",Incident Response,Learn Incident Response: Mastering Incident Response
1190,Diya Patel 1090,Finance,Financial Analyst,26,109135,0.0241,LOW,91.0,3,"Excel, Financial Modeling, Tableau",Excel,Learn Excel: Mastering Excel
1191,Pari Joshi 1091,HR,Recruitment Specialist,40,89380,0.0139,LOW,48.2,4,"Candidate Sourcing, LinkedIn Recruiter",Candidate Sourcing,Learn Candidate Sourcing: Mastering Candidate Sourcing
1192,Taylor Morris 1092,IT,Software Engineer,47,121089,0.0193,LOW,59.6,4,"AWS, Data Structures & Algorithms, Git, System Design",AWS,Learn AWS: AWS Certified Solutions Architect & Cloud Engineering
1193,Norman Lane 1093,HR,Employee Relations,57,140025,0.0003,LOW,44.9,2,"Conflict Resolution, Employee Wellbeing",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
1194,Diya Patel 1094,IT,Cybersecurity Specialist,27,79397,0.0011,LOW,68.1,3,"Network Security, Nmap, Vulnerability Assessment",Network Security,Learn Network Security: Mastering Network Security
1195,Ananya Singh 1095,Sales,Sales Executive,25,112085,0.2604,LOW,57.5,4,"B2B Sales, Negotiation, Salesforce",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1196,Saanvi Iyer 1096,IT,Cybersecurity Specialist,31,98865,0.0229,LOW,62.2,3,"Network Security, Nmap, SIEM Tools",Network Security,Learn Network Security: Mastering Network Security
1197,Sara Khan 1097,Sales,Business Development,35,90956,0.2162,LOW,85.1,1,"Market Expansion, Salesforce",Market Expansion,Learn Market Expansion: Mastering Market Expansion
1198,Aarav Sharma 1098,Finance,Accountant,23,135727,0.0162,LOW,50.9,3,"Financial Accounting, QuickBooks",Financial Accounting,Learn Financial Accounting: Mastering Financial Accounting
1199,Jeffery Lopez 1099,Finance,Financial Analyst,25,178978,0.0,LOW,73.6,4,"Excel, Financial Modeling",Excel,Learn Excel: Mastering Excel
1200,Ishaan Malhotra 1100,Sales,Sales Executive,43,49988,0.003,LOW,73.5,3,"B2B Sales, Negotiation, Pipeline Management",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1201,Norman Lane 1101,IT,Developer,57,68800,0.0002,LOW,71.0,3,"API Integration, JavaScript / TypeScript",API Integration,Learn API Integration: Mastering API Integration
1202,Kabir Mehta 1102,IT,Data Analyst,29,122329,0.0,LOW,73.6,3,"Python, Statistical Analysis",Python,Learn Python: Advanced Python Architecture & Performance Optimization
1203,Navya Chopra 1103,IT,Engineer,35,87284,0.0067,LOW,45.2,3,"Backend Architecture, Linux",Backend Architecture,Learn Backend Architecture: Mastering Backend Architecture
1204,Manish Badami 1104,HR,Employee Relations,23,91232,0.0059,LOW,62.3,4,"Employee Wellbeing, Excel",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
1205,Rohan Pillai 1105,IT,Developer,49,79420,0.8916,HIGH,90.5,3,"API Integration, Database Design",API Integration,Learn API Integration: Mastering API Integration
1206,Avani Bhat 1106,Sales,Account Manager,26,72710,0.5254,MEDIUM,57.6,3,"Contract Renewal, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1207,Vihaan Verma 1107,Finance,Auditor,37,127035,0.0,LOW,92.0,4,"Financial Controls, Risk Assessment",Financial Controls,Learn Financial Controls: Mastering Financial Controls
1208,Ashley Marsh 1108,Sales,Sales Executive,46,66283,0.0017,LOW,55.1,1,"B2B Sales, Pipeline Management, Salesforce",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1209,Rohan Pillai 1109,IT,Software Engineer,41,60968,0.0009,LOW,53.7,4,"Data Structures & Algorithms, Kubernetes, REST APIs",Data Structures & Algorithms,Learn Data Structures & Algorithms: Mastering Data Structures & Algorithms
1210,Rohan Pillai 1110,Support,Helpdesk,28,97508,0.0,LOW,60.6,3,"Ticket Resolution, Troubleshooting",Ticket Resolution,Learn Ticket Resolution: Mastering Ticket Resolution
1211,Reyansh Reddy 1111,Sales,Sales Executive,41,148435,0.0187,LOW,85.5,4,"Client Relationship Management, HubSpot, Salesforce",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1212,Jasmine Gonzalez 1112,IT,Data Analyst,31,120366,0.0,LOW,65.4,3,"Exploratory Data Analysis, PowerBI, Python",Exploratory Data Analysis,Learn Exploratory Data Analysis: Mastering Exploratory Data Analysis
1213,Vihaan Verma 1113,Finance,Accountant,58,40738,0.0002,LOW,76.1,3,"Financial Accounting, SAP Financials",Financial Accounting,Learn Financial Accounting: Mastering Financial Accounting
1214,Sara Snyder 1114,Support,Helpdesk,28,38098,0.0004,LOW,72.9,4,"Customer Support, Ticket Resolution",Customer Support,Learn Customer Support: Mastering Customer Support
1215,Megan Williams 1115,Sales,Account Manager,44,130424,0.0,LOW,71.3,3,"Contract Renewal, Cross-selling, Gainsight",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1216,Erin Massey 1116,IT,Data Analyst,55,113672,0.0,LOW,87.3,3,"Data Cleaning, Python, Statistical Analysis",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
1217,Aarav Sharma 1117,IT,Developer,34,73244,0.7592,HIGH,81.3,3,"Full-Stack Development, JavaScript / TypeScript, PostgreSQL",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
1218,Connie Bailey 1118,HR,HR Manager,34,174325,0.0,LOW,58.3,3,"BambooHR, HR Compliance, Performance Management",BambooHR,Learn BambooHR: Mastering BambooHR
1219,Vihaan Verma 1119,Marketing,Content Lead,30,89333,0.0001,LOW,68.7,3,"Content Production, Creative Direction",Content Production,Learn Content Production: Mastering Content Production
1220,Troy Ford 1120,Sales,Account Manager,32,160349,0.0,LOW,92.9,3,"Contract Renewal, Cross-selling, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1221,Devansh Banerjee 1121,IT,Developer,58,85969,0.8014,HIGH,75.8,3,"Database Design, Full-Stack Development",Database Design,Learn Database Design: Mastering Database Design
1222,Aditi Sen 1122,Sales,Sales Executive,54,125744,0.0,LOW,53.9,4,"B2B Sales, HubSpot, Lead Generation",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1223,Peter Mckee 1123,IT,Tester,30,152286,0.0146,LOW,54.8,3,"Manual Testing, Postman",Manual Testing,Learn Manual Testing: Mastering Manual Testing
1224,Arjun Rao 1124,IT,Software Engineer,37,110028,0.9759,HIGH,82.7,1,"Code Quality & Testing, Docker, System Design",Code Quality & Testing,Learn Code Quality & Testing: Mastering Code Quality & Testing
1225,Erin Massey 1125,Sales,Account Manager,37,70421,0.0601,LOW,80.4,1,"Account Growth, Cross-selling, Salesforce",Account Growth,Learn Account Growth: Mastering Account Growth
1226,Jasmine Gonzalez 1126,Marketing,Content Lead,23,167526,0.0001,LOW,60.9,3,"Content Production, Figma",Content Production,Learn Content Production: Mastering Content Production
1227,Nicole Roberts 1127,Sales,Account Manager,51,183594,0.0004,LOW,81.0,3,"Contract Renewal, Zendesk",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1228,Taylor Morris 1128,Sales,Sales Executive,21,73575,0.0,LOW,91.2,3,"B2B Sales, Lead Generation, Salesforce",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1229,Christopher Benson 1129,IT,Tester,32,38192,0.7107,HIGH,89.5,4,"Jira, Postman",Jira,Learn Jira: Mastering Jira
1230,Peter Mckee 1130,Marketing,SEO Specialist,59,146116,0.0015,LOW,91.3,3,"Ahrefs, Google Analytics",Ahrefs,Learn Ahrefs: Mastering Ahrefs
1231,Arjun Rao 1131,IT,Developer,24,162874,0.0,LOW,78.7,5,"Database Design, JavaScript / TypeScript",Database Design,Learn Database Design: Mastering Database Design
1232,Steven Barnett 1132,HR,HR Executive,33,116311,0.0,LOW,69.9,4,"Excel, Payroll Coordination",Excel,Learn Excel: Mastering Excel
1233,Peter Mckee 1133,IT,Tester,54,176474,0.0,LOW,67.2,1,"Postman, PyTest, Test Automation",Postman,Learn Postman: Mastering Postman
1234,Steven Barnett 1134,Finance,Financial Analyst,41,115781,0.0,LOW,71.8,4,"Financial Modeling, Tableau, Variance Analysis",Financial Modeling,"Learn Financial Modeling: Financial Modeling, Valuation & Risk Management"
1235,Devansh Banerjee 1135,Sales,Business Development,42,71527,0.0001,LOW,61.5,3,"Market Expansion, Partnership Management",Market Expansion,Learn Market Expansion: Mastering Market Expansion
1236,Taylor Morris 1136,IT,Tester,24,87181,0.0045,LOW,67.7,3,"Bug Tracking, Selenium",Bug Tracking,Learn Bug Tracking: Mastering Bug Tracking
1237,Arjun Rao 1137,Support,Support Engineer,38,126472,0.0,LOW,87.3,3,"SLA Management, Technical Troubleshooting",SLA Management,Learn SLA Management: Mastering SLA Management
1238,Megan Williams 1138,IT,Cybersecurity Specialist,25,116219,0.0,LOW,52.7,4,"Nmap, Threat Modeling",Nmap,Learn Nmap: Mastering Nmap
1239,Myra Nair 1139,Sales,Sales Executive,39,178532,0.0,LOW,53.5,5,"Client Relationship Management, LinkedIn Sales Navigator",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1240,Vivaan Gupta 1140,HR,Employee Relations,22,154783,0.0,LOW,82.0,3,"Excel, ServiceNow HR",Excel,Learn Excel: Mastering Excel
1241,Anna Dominguez 1141,Finance,Financial Analyst,32,182519,0.0,LOW,67.8,2,"Budgeting & Forecasting, PowerBI",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
1242,Norman Lane 1142,IT,Data Analyst,37,118265,0.0034,LOW,48.9,3,"Data Cleaning, Tableau",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
1243,Sara Snyder 1143,Finance,Financial Analyst,30,85126,0.9953,HIGH,71.3,2,"Budgeting & Forecasting, SQL, Variance Analysis",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
1244,Peter Mckee 1144,Finance,Accountant,54,55545,0.0038,LOW,69.6,3,"General Ledger, Tax Compliance",General Ledger,Learn General Ledger: Mastering General Ledger
1245,Brenda Bauer 1145,IT,Tester,26,90114,0.1279,LOW,66.8,4,"Postman, PyTest",Postman,Learn Postman: Mastering Postman
1246,Sara Khan 1146,HR,HR Manager,28,128740,0.0,LOW,80.2,3,"Employee Retention, HR Compliance, Performance Management",Employee Retention,Learn Employee Retention: Strategic HR Leadership & Talent Retention Strategies
1247,Kavya Menon 1147,Sales,Business Development,31,48890,0.9999,HIGH,56.0,2,"Deal Closing, Market Expansion",Deal Closing,Learn Deal Closing: Mastering Deal Closing
1248,Meera Das 1148,Marketing,Marketing Executive,32,156284,0.0001,LOW,72.2,3,"Market Research, Social Media Marketing",Market Research,Learn Market Research: Mastering Market Research
1249,Kabir Mehta 1149,Sales,Account Manager,29,87482,0.3861,LOW,69.5,3,"Account Growth, Client Relationship Management, Cross-selling",Account Growth,Learn Account Growth: Mastering Account Growth
1250,Shannon Clark 1150,HR,Employee Relations,22,167812,0.0016,LOW,72.5,3,"Employee Wellbeing, Workplace Policy",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
1251,Clinton Scott 1151,Sales,Sales Executive,28,177290,0.0,LOW,51.2,3,"Client Relationship Management, HubSpot, Pipeline Management",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1252,Riya Mishra 1152,Marketing,Content Lead,31,106591,0.0,LOW,65.7,5,Adobe Creative Cloud,Adobe Creative Cloud,Learn Adobe Creative Cloud: Mastering Adobe Creative Cloud
1253,Christopher Benson 1153,Sales,Account Manager,56,123241,0.0,LOW,72.2,3,"Account Growth, Contract Renewal",Account Growth,Learn Account Growth: Mastering Account Growth
1254,Nicole Roberts 1154,HR,HR Manager,30,69722,0.0,LOW,78.5,3,"BambooHR, Excel, Talent Acquisition",BambooHR,Learn BambooHR: Mastering BambooHR
1255,Megan Williams 1155,HR,Employee Relations,41,84431,0.9565,HIGH,94.2,3,"Employee Wellbeing, ServiceNow HR",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
1256,Peter Mckee 1156,Finance,Financial Analyst,40,77000,0.0053,LOW,81.7,2,"Excel, Financial Modeling",Excel,Learn Excel: Mastering Excel
1257,Ishaan Malhotra 1157,Sales,Sales Executive,28,106975,0.0,LOW,77.5,4,"Lead Generation, Pipeline Management",Lead Generation,Learn Lead Generation: Mastering Lead Generation
1258,Aarav Sharma 1158,IT,Software Engineer,56,65921,0.0001,LOW,87.3,3,"CI/CD, Data Structures & Algorithms, Git, REST APIs",CI/CD,Learn CI/CD: Mastering CI/CD
1259,Cody Bright 1159,HR,HR Executive,49,134265,0.0051,LOW,68.4,5,HR Operations,HR Operations,Learn HR Operations: Mastering HR Operations
1260,Megan Williams 1160,Finance,Auditor,32,123747,0.0,LOW,90.6,5,Internal Audit,Internal Audit,Learn Internal Audit: Mastering Internal Audit
1261,Meera Das 1161,Sales,Sales Executive,34,52601,0.0065,LOW,85.4,3,"B2B Sales, HubSpot",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1262,Riya Mishra 1162,Sales,Sales Executive,41,128332,0.0,LOW,66.6,5,"Client Relationship Management, LinkedIn Sales Navigator, Salesforce",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1263,Aditya Kumar 1163,Support,Helpdesk,42,158254,0.0,LOW,95.1,5,"Troubleshooting, Zendesk",Troubleshooting,Learn Troubleshooting: Mastering Troubleshooting
1264,Aditya Kumar 1164,HR,Employee Relations,41,154004,0.0003,LOW,77.4,3,"Conflict Resolution, ServiceNow HR",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
1265,Aarav Sharma 1165,Sales,Business Development,50,182364,0.0,LOW,98.3,3,"Partnership Management, ZoomInfo",Partnership Management,Learn Partnership Management: Mastering Partnership Management
1266,Rohan Pillai 1166,IT,Engineer,59,63000,0.0,LOW,75.6,4,Cloud Infrastructure,Cloud Infrastructure,Learn Cloud Infrastructure: Mastering Cloud Infrastructure
1267,Pari Joshi 1167,Support,Support Engineer,40,165439,0.0,LOW,65.3,3,"Root Cause Analysis, SLA Management, Technical Troubleshooting",Root Cause Analysis,Learn Root Cause Analysis: Mastering Root Cause Analysis
1268,Steven Barnett 1168,IT,Data Analyst,44,154277,0.0,LOW,62.8,3,"Excel, Python, Tableau",Excel,Learn Excel: Mastering Excel
1269,Taylor Morris 1169,Finance,Auditor,43,65383,0.9256,HIGH,67.7,1,"Financial Controls, Risk Assessment, SAP",Financial Controls,Learn Financial Controls: Mastering Financial Controls
1270,Judith Ware 1170,HR,HR Manager,27,177857,0.0,LOW,65.1,3,"Employee Retention, HR Compliance, Talent Acquisition",Employee Retention,Learn Employee Retention: Strategic HR Leadership & Talent Retention Strategies
1271,Riya Mishra 1171,HR,HR Executive,29,75910,0.0002,LOW,87.3,5,"Excel, Payroll Coordination",Excel,Learn Excel: Mastering Excel
1272,Judith Ware 1172,HR,HR Manager,21,59281,0.0003,LOW,71.7,3,"BambooHR, Performance Management, Workday",BambooHR,Learn BambooHR: Mastering BambooHR
1273,Aarav Sharma 1173,Sales,Account Manager,46,148838,0.0,LOW,52.6,4,"Contract Renewal, Zendesk",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1274,Navya Chopra 1174,IT,Software Engineer,58,39841,0.8489,HIGH,74.6,3,"Data Structures & Algorithms, Git, REST APIs, System Design",Data Structures & Algorithms,Learn Data Structures & Algorithms: Mastering Data Structures & Algorithms
1275,Navya Chopra 1175,IT,Software Engineer,58,132204,0.0,LOW,73.5,3,"Code Quality & Testing, Docker, Git, System Design",Code Quality & Testing,Learn Code Quality & Testing: Mastering Code Quality & Testing
1276,Rita Walker 1176,HR,Employee Relations,42,95155,0.0909,LOW,66.4,3,"Employee Wellbeing, Workplace Policy",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
1277,David Williams 1177,IT,Engineer,30,91313,0.0001,LOW,75.2,2,"AWS, Cloud Infrastructure, DevOps",AWS,Learn AWS: AWS Certified Solutions Architect & Cloud Engineering
1278,Taylor Morris 1178,Sales,Account Manager,26,146688,0.0,LOW,71.5,3,"Account Growth, Salesforce",Account Growth,Learn Account Growth: Mastering Account Growth
1279,Peter Mckee 1179,HR,Employee Relations,37,183515,0.0,LOW,79.6,4,"Conflict Resolution, ServiceNow HR",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
1280,Troy Ford 1180,Sales,Account Manager,58,167994,0.0,LOW,78.9,3,"Contract Renewal, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
1281,Erin Massey 1181,HR,Recruitment Specialist,44,66976,0.9725,HIGH,76.4,3,"Lever, Screening & Interviewing",Lever,Learn Lever: Mastering Lever
1282,Aditi Sen 1182,IT,Data Analyst,30,178063,0.0,LOW,56.4,3,"Data Cleaning, Exploratory Data Analysis",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
1283,Sara Khan 1183,IT,Tester,28,139405,0.4598,MEDIUM,97.4,3,"Bug Tracking, Manual Testing",Bug Tracking,Learn Bug Tracking: Mastering Bug Tracking
1284,Anna Dominguez 1184,Sales,Sales Executive,41,88744,0.0,LOW,53.3,4,"Lead Generation, Pipeline Management",Lead Generation,Learn Lead Generation: Mastering Lead Generation
1285,Jeffery Lopez 1185,Finance,Auditor,26,37473,0.5277,MEDIUM,70.5,3,"Financial Controls, Risk Assessment",Financial Controls,Learn Financial Controls: Mastering Financial Controls
1286,Vihaan Verma 1186,Finance,Financial Analyst,41,174180,0.0,LOW,58.9,3,"Budgeting & Forecasting, PowerBI",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
1287,Devansh Banerjee 1187,Finance,Financial Analyst,59,63715,0.0112,LOW,76.8,2,"Tableau, Variance Analysis",Tableau,Learn Tableau: Mastering Tableau
1288,Devansh Banerjee 1188,IT,Data Analyst,44,72317,0.0,LOW,73.7,3,"Business Reporting, Exploratory Data Analysis",Business Reporting,Learn Business Reporting: Mastering Business Reporting
1289,Pari Joshi 1189,Sales,Sales Executive,53,100516,0.0021,LOW,70.0,3,"B2B Sales, LinkedIn Sales Navigator, Pipeline Management",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1290,Kabir Mehta 1190,IT,Developer,38,89604,0.9755,HIGH,90.2,3,"Full-Stack Development, Node.js, React",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
1291,Devansh Banerjee 1191,IT,Software Engineer,48,39889,0.7618,HIGH,85.3,3,"Code Quality & Testing, Kubernetes, Python",Code Quality & Testing,Learn Code Quality & Testing: Mastering Code Quality & Testing
1292,Sara Snyder 1192,HR,Recruitment Specialist,52,108748,0.0013,LOW,68.1,4,"Greenhouse, Salary Benchmarking",Greenhouse,Learn Greenhouse: Mastering Greenhouse
1293,Clinton Scott 1193,Finance,Accountant,32,66971,0.0021,LOW,81.6,3,"General Ledger, Tax Compliance",General Ledger,Learn General Ledger: Mastering General Ledger
1294,Sara Khan 1194,Marketing,Marketing Executive,47,85551,0.0,LOW,90.8,3,"Mailchimp, Market Research",Mailchimp,Learn Mailchimp: Mastering Mailchimp
1295,Connie Bailey 1195,Sales,Account Manager,30,169273,0.0,LOW,85.2,5,"Gainsight, Zendesk",Gainsight,Learn Gainsight: Mastering Gainsight
1296,Connie Bailey 1196,HR,Employee Relations,52,143957,0.0,LOW,70.4,5,ServiceNow HR,ServiceNow HR,Learn ServiceNow HR: Mastering ServiceNow HR
1297,Kavya Menon 1197,Sales,Business Development,46,124882,0.004,LOW,52.9,3,"Deal Closing, Market Expansion",Deal Closing,Learn Deal Closing: Mastering Deal Closing
1298,Nicole Roberts 1198,IT,Tester,45,72958,0.0146,LOW,75.9,3,"PyTest, Test Automation",PyTest,Learn PyTest: Mastering PyTest
1299,Ananya Singh 1199,Finance,Financial Analyst,31,40681,0.6583,MEDIUM,80.0,3,"Budgeting & Forecasting, Excel, Variance Analysis",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
1300,Megan Williams 1200,HR,Employee Relations,43,136982,0.0,LOW,62.8,2,"Employee Wellbeing, Workplace Policy",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
1301,Norman Lane 1201,Sales,Sales Executive,54,81870,0.0003,LOW,72.3,4,"B2B Sales, Pipeline Management, Salesforce",B2B Sales,Learn B2B Sales: Mastering B2B Sales
1302,Saanvi Iyer 1202,Support,Helpdesk,43,163396,0.0,LOW,71.0,3,"Ticket Resolution, Zendesk",Ticket Resolution,Learn Ticket Resolution: Mastering Ticket Resolution
1303,Saanvi Iyer 1203,Sales,Sales Executive,49,102203,0.0,LOW,88.7,2,"Client Relationship Management, LinkedIn Sales Navigator, Pipeline Management, Salesforce",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
1304,Rita Walker 1204,HR,HR Executive,51,85061,0.0,LOW,94.2,4,"Excel, Workday",Excel,Learn Excel: Mastering Excel
1305,Norman Lane 1205,IT,Software Engineer,27,93235,0.1877,LOW,86.1,4,"CI/CD, REST APIs",CI/CD,Learn CI/CD: Mastering CI/CD
1306,Avani Bhat 1206,Marketing,Content Strategist,53,72890,0.0423,LOW,71.0,4,"Content Strategy, Notion",Content Strategy,Learn Content Strategy: Mastering Content Strategy
1307,Anna Dominguez 1207,Marketing,SEO Analyst,41,125073,0.0,LOW,85.8,3,"Google Search Console, Rank Tracking",Google Search Console,Learn Google Search Console: Mastering Google Search Console
1308,Jeffery Lopez 1208,Marketing,SEO Analyst,22,96401,0.0,LOW,79.8,3,"Google Search Console, Rank Tracking",Google Search Console,Learn Google Search Console: Mastering Google Search Console
1309,Judith Ware 1209,Marketing,Marketing Executive,38,46217,0.0098,LOW,71.1,2,"Market Research, Meta Ads Manager",Market Research,Learn Market Research: Mastering Market Research
1310,Peter Mckee 1210,IT,Data Analyst,53,83351,0.0004,LOW,97.1,4,"Excel, Exploratory Data Analysis, Statistical Analysis",Excel,Learn Excel: Mastering Excel
1311,Aditya Kumar 1211,Finance,Auditor,57,68741,0.4853,MEDIUM,63.1,4,"ACL Analytics, Internal Audit",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
1312,Pari Joshi 1212,Marketing,Content Lead,54,36408,0.0029,LOW,79.2,4,"Content Production, Figma",Content Production,Learn Content Production: Mastering Content Production
1313,Connie Bailey 1213,Sales,Account Manager,40,77903,0.0232,LOW,82.1,4,"Contract Renewal, Gainsight, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
