Employee ID,Name,Department,Job Role,EngagementScore,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
1417,Erin Massey 1317,IT,Developer,55.5,80,78.35,92.39,3.7,91.38,54,3.6,47,No
1418,Peter Mckee 1318,IT,Developer,71.1,60,64.28,91.25,3.2,90.65,50,3.3,57,No
1419,Meera Das 1319,Finance,Accountant,66.3,80,61.76,88.49,4.2,82.66,38,3.2,56,No
1420,Cody Bright 1320,IT,Tester,74.8,40,89.98,91.47,3.9,83.76,41,4.0,38,No
1421,Riya Mishra 1321,Finance,Financial Analyst,79.5,40,69.93,83.72,4.0,92.11,45,3.7,27,No
1422,Myra Nair 1322,Finance,Financial Analyst,74.9,80,93.42,100.0,3.4,97.11,54,4.7,63,No
1423,Shannon Clark 1323,HR,Employee Relations,77.4,80,84.54,76.73,4.4,73.94,51,4.2,61,No
1424,Ashley Marsh 1324,Finance,Auditor,70.7,60,70.3,96.13,2.5,100.0,53,4.4,82,No
1425,Aarav Sharma 1325,IT,Data Analyst,66.8,100,89.67,89.33,3.7,73.47,44,4.3,61,No
1426,Diya Patel 1326,HR,HR Executive,77.6,60,68.76,92.32,3.8,80.3,49,3.4,84,No
1427,Kavya Menon 1327,Marketing,Content Lead,70.7,100,63.53,93.56,2.7,84.59,40,3.9,84,No
1428,Avani Bhat 1328,Support,Helpdesk,71.1,60,69.33,91.89,4.1,85.33,47,4.3,25,No
1429,Ashley Marsh 1329,IT,Engineer,76.8,60,85.69,82.32,3.8,99.71,37,3.0,50,No
1430,Manish Badami 1330,HR,HR Manager,59.6,60,89.38,86.0,4.2,92.1,42,2.9,49,No
1431,Sara Khan 1331,Sales,Business Development,89.2,100,74.04,77.84,5.0,87.3,41,4.1,35,Yes
1432,Peter Mckee 1332,Sales,Business Development,69.0,60,59.32,85.91,4.1,92.28,39,3.9,25,No
1433,Judith Ware 1333,Finance,Accountant,73.5,100,62.43,90.26,4.5,86.77,52,1.9,32,No
1434,Kabir Mehta 1334,HR,HR Executive,71.5,80,67.32,92.25,4.7,78.6,50,2.9,67,No
1435,Pari Joshi 1335,Marketing,SEO Specialist,79.8,60,65.06,90.74,4.2,87.89,43,3.4,72,No
1436,Peggy Mann 1336,Finance,Financial Analyst,76.1,60,80.65,75.71,3.4,84.54,45,4.3,7,No
1437,Kavya Menon 1337,Sales,Business Development,71.4,60,97.38,84.06,2.9,77.26,53,3.7,65,No
1438,Riya Mishra 1338,IT,Software Engineer,89.4,60,85.96,83.36,4.1,94.1,48,4.7,22,No
1439,Peter Mckee 1339,Marketing,Content Strategist,33.6,40,66.72,78.83,3.7,83.56,41,3.6,69,No
1440,Aditi Sen 1340,HR,Recruitment Specialist,86.9,80,71.06,82.15,4.7,75.04,46,3.7,54,Yes
1441,Rita Walker 1341,IT,Tester,83.0,60,73.01,88.01,3.6,76.3,53,5.0,42,No
1442,Peggy Mann 1342,IT,Data Analyst,50.0,80,81.89,97.9,3.9,88.28,42,4.5,20,No
1443,Reyansh Reddy 1343,IT,Tester,83.2,60,93.71,81.33,3.2,92.4,39,4.6,21,No
1444,Myra Nair 1344,IT,Tester,84.7,60,73.33,80.1,3.7,87.85,40,3.6,8,No
1445,Anna Dominguez 1345,Finance,Financial Analyst,78.7,60,93.39,83.8,3.3,87.89,45,3.9,33,No
1446,Vihaan Verma 1346,IT,Software Engineer,53.3,80,99.04,90.36,3.4,77.52,37,4.0,58,No
1447,Kabir Mehta 1347,IT,Tester,80.2,60,74.5,96.57,3.9,84.74,45,3.9,25,No
1448,Jeffery Lopez 1348,Marketing,SEO Specialist,84.1,100,74.24,87.39,3.5,81.36,46,4.1,0,No
1449,Myra Nair 1349,IT,Engineer,65.1,60,74.39,77.88,5.0,82.44,35,4.1,4,No
1450,Joel Fuller 1350,Finance,Financial Analyst,77.3,100,78.62,79.37,4.4,83.11,38,3.9,40,No
1451,Arjun Rao 1351,Finance,Accountant,67.8,80,74.42,89.32,4.6,78.72,54,3.8,62,No
1452,Peter Mckee 1352,Support,Helpdesk,82.6,80,86.84,94.97,3.8,90.01,35,4.8,21,No
1453,Ananya Singh 1353,HR,Employee Relations,68.2,60,62.51,100.0,4.0,75.93,40,3.5,67,No
1454,Avani Bhat 1354,Finance,Financial Analyst,65.0,60,72.65,79.72,3.6,73.61,36,3.7,47,No
1455,David Williams 1355,Marketing,Marketing Executive,71.5,80,81.29,88.98,5.0,77.72,47,3.1,65,No
1456,Ananya Singh 1356,IT,Software Engineer,55.9,60,86.7,80.79,3.8,91.07,50,3.4,15,No
1457,Ashley Marsh 1357,Sales,Sales Executive,70.3,60,99.95,81.71,3.5,86.71,45,3.7,79,No
1458,Myra Nair 1358,IT,Software Engineer,76.3,80,65.11,81.12,3.4,69.73,48,4.1,52,No
1459,Taylor Morris 1359,Finance,Accountant,82.4,60,71.48,85.66,4.1,88.78,40,4.5,64,No
1460,Reyansh Reddy 1360,IT,Engineer,75.0,60,55.34,81.82,4.8,83.61,50,4.5,78,No
1461,Meera Das 1361,Finance,Accountant,54.8,40,66.9,100.0,4.6,80.66,51,4.8,63,No
1462,Aditya Kumar 1362,Sales,Account Manager,88.2,60,60.31,84.78,3.4,82.06,44,3.4,67,No
1463,Manish Badami 1363,HR,HR Executive,89.2,80,72.79,94.91,3.4,73.33,47,3.5,62,Yes
1464,Taylor Morris 1364,IT,Cybersecurity Specialist,73.4,80,75.72,83.38,4.6,85.39,47,3.3,61,No
1465,Meera Das 1365,Finance,Auditor,63.0,20,82.69,100.0,5.0,73.86,36,5.0,81,No
1466,Arjun Rao 1366,IT,Engineer,65.6,80,75.01,90.37,3.8,81.2,35,4.3,80,No
1467,Vivaan Gupta 1367,Support,Support Engineer,69.6,20,82.7,93.86,4.6,81.21,35,4.5,70,No
1468,Peggy Mann 1368,HR,HR Manager,75.3,60,79.14,83.86,3.0,90.16,41,3.3,44,No
1469,Nicole Roberts 1369,Sales,Sales Executive,68.3,40,67.67,94.84,3.4,84.32,47,4.0,51,No
1470,Jeffery Lopez 1370,HR,HR Manager,61.7,100,61.14,90.34,3.3,89.65,51,4.3,73,No
1471,Ananya Singh 1371,Finance,Accountant,84.3,100,83.84,85.35,4.1,74.43,43,3.1,64,No
1472,Ashley Marsh 1372,Marketing,Content Lead,75.1,60,94.47,80.44,3.8,83.14,47,3.7,1,No
1473,Sara Snyder 1373,Marketing,SEO Analyst,59.4,60,100.0,86.34,4.0,88.24,50,4.3,48,No
1474,Kavya Menon 1374,Marketing,SEO Specialist,75.5,60,87.35,85.74,4.6,93.94,39,2.7,21,No
1475,Arjun Rao 1375,Sales,Business Development,73.9,80,92.58,94.08,3.5,74.89,41,4.9,28,No
1476,Pari Joshi 1376,IT,Data Analyst,63.4,60,82.61,86.37,4.0,77.27,35,4.4,34,No
1477,Norman Lane 1377,Marketing,SEO Specialist,86.3,60,81.02,74.55,3.1,88.04,42,3.3,80,No
1478,Judith Ware 1378,IT,Data Analyst,73.6,60,79.11,92.52,4.6,96.89,40,4.0,75,No
1479,Pari Joshi 1379,IT,Cybersecurity Specialist,69.4,60,76.94,97.05,4.6,86.29,46,4.3,23,No
1480,Riya Mishra 1380,HR,Employee Relations,71.0,20,84.07,76.34,4.1,75.12,36,4.1,29,No
1481,Judith Ware 1381,Finance,Financial Analyst,77.3,60,72.79,100.0,4.0,75.28,35,4.0,83,No
1482,Ayaan Saxena 1382,Sales,Business Development,71.1,60,76.53,97.78,3.6,85.08,49,3.9,41,No
1483,Sara Snyder 1383,Sales,Account Manager,71.0,100,66.22,83.58,3.1,86.86,51,4.5,70,No
1484,Pari Joshi 1384,Finance,Financial Analyst,84.8,20,82.75,80.18,4.1,82.23,54,4.5,49,No
1485,Pari Joshi 1385,HR,HR Executive,55.0,60,68.41,95.37,4.4,75.37,37,4.4,70,No
1486,Clinton Scott 1386,IT,Engineer,57.0,60,78.34,78.41,5.0,92.81,40,4.4,59,No
1487,Joel Fuller 1387,Finance,Accountant,81.3,60,83.0,83.32,3.7,81.21,50,4.3,29,No
1488,Taylor Morris 1388,IT,Tester,100.0,60,83.86,78.79,4.1,88.22,44,4.4,11,No
1489,Reyansh Reddy 1389,Sales,Sales Executive,82.5,40,85.72,88.04,4.6,69.81,47,5.0,48,No
1490,Shannon Clark 1390,Sales,Sales Executive,94.4,60,75.87,98.26,4.6,93.61,42,3.9,81,No
1491,Avani Bhat 1391,IT,Developer,66.8,80,82.86,90.62,3.5,78.52,51,3.0,45,No
1492,Kavya Menon 1392,Marketing,Content Strategist,64.4,60,73.13,95.13,3.7,94.76,41,4.7,42,No
1493,Kabir Mehta 1393,IT,Software Engineer,77.5,100,58.29,85.54,3.6,88.9,39,4.3,1,No
1494,Jeffery Lopez 1394,IT,Cybersecurity Specialist,83.4,60,83.3,88.68,3.4,72.57,42,4.3,74,No
1495,Troy Ford 1395,IT,Tester,56.3,60,80.98,79.41,4.8,85.96,35,3.5,79,No
1496,Kabir Mehta 1396,HR,HR Manager,69.4,60,88.13,87.32,3.9,97.25,36,3.0,53,No
1497,Megan Williams 1397,IT,Software Engineer,71.7,60,77.75,82.78,3.9,79.22,38,4.2,34,No
1498,Devansh Banerjee 1398,IT,Tester,63.9,80,61.97,86.88,4.0,97.27,35,3.8,51,No
1499,Kavya Menon 1399,Marketing,SEO Specialist,65.3,60,77.08,86.4,3.9,87.09,44,4.0,32,No
1500,Peggy Mann 1400,Sales,Business Development,82.1,60,86.87,85.8,3.8,94.72,37,3.7,84,No
1501,Joel Fuller 1401,Finance,Accountant,77.6,60,82.76,100.0,3.4,85.28,36,4.0,83,No
1502,Reyansh Reddy 1402,IT,Cybersecurity Specialist,81.6,100,76.53,100.0,4.8,83.01,41,3.6,71,No
1503,Rohan Pillai 1403,IT,Tester,76.0,40,61.36,97.91,3.6,98.7,36,4.9,50,No
1504,Erin Massey 1404,IT,Tester,61.5,60,67.74,100.0,3.3,89.77,40,3.9,25,No
1505,Aditya Kumar 1405,Marketing,SEO Specialist,77.1,60,82.77,97.94,3.9,82.12,42,4.5,61,No
1506,Judith Ware 1406,Finance,Accountant,60.6,80,61.35,87.84,5.0,87.39,37,4.3,60,No
1507,Ashley Marsh 1407,HR,Employee Relations,68.3,40,74.82,87.13,3.4,79.48,53,4.8,25,No
1508,Vihaan Verma 1408,IT,Engineer,59.6,60,78.38,89.65,4.3,84.86,43,4.1,36,No
1509,Ashley Marsh 1409,IT,Software Engineer,64.7,60,89.5,86.53,3.8,93.56,35,4.6,29,No
1510,Jasmine Gonzalez 1410,Sales,Business Development,73.1,60,84.14,80.72,4.0,82.71,42,4.4,10,No
1511,Connie Bailey 1411,Sales,Business Development,66.5,80,87.63,90.08,4.5,77.0,40,4.9,52,No
1512,Aditya Kumar 1412,Sales,Account Manager,61.4,60,81.02,77.04,2.9,76.26,36,4.4,40,No
1513,Aditya Kumar 1413,Sales,Business Development,85.7,60,69.55,88.96,3.4,84.59,48,3.5,4,No
1514,Nicole Roberts 1414,IT,Cybersecurity Specialist,70.6,100,71.86,81.04,4.4,77.54,35,3.9,65,No
1515,Ananya Singh 1415,Finance,Accountant,65.7,60,68.67,87.43,4.0,72.54,41,3.3,12,No
1516,Erin Massey 1416,IT,Cybersecurity Specialist,59.0,60,83.91,89.34,4.0,74.41,45,3.8,62,No
1517,Ashley Marsh 1417,Finance,Auditor,49.5,60,71.06,85.53,4.3,93.4,50,3.2,81,No
1518,Peter Mckee 1418,Finance,Accountant,69.3,80,74.06,76.52,3.4,82.86,36,4.5,24,No
1519,Norman Lane 1419,HR,Recruitment Specialist,55.5,60,78.22,79.68,4.5,84.46,52,2.9,43,No
1520,Saanvi Iyer 1420,Finance,Financial Analyst,80.5,60,94.41,91.21,4.4,76.27,53,3.4,13,No
1521,Aarav Sharma 1421,Sales,Business Development,72.4,80,84.57,84.1,4.0,79.35,44,4.2,68,No
1522,Ananya Singh 1422,Marketing,SEO Analyst,90.7,60,70.27,91.93,4.2,79.09,38,4.5,58,No
1523,Brenda Bauer 1423,Sales,Account Manager,74.7,80,79.52,88.07,4.6,81.79,37,2.8,55,No
1524,Aarav Sharma 1424,Finance,Auditor,63.3,80,94.51,86.62,3.5,70.73,47,4.2,51,No
1525,Reyansh Reddy 1425,Sales,Business Development,49.4,60,84.15,90.43,4.3,92.72,40,4.4,65,No
1526,Meera Das 1426,IT,Data Analyst,81.7,80,62.02,83.28,4.9,83.87,44,3.0,67,No
1527,Reyansh Reddy 1427,Marketing,Content Lead,56.4,40,68.85,90.8,4.3,85.62,42,2.9,11,No
1528,Reyansh Reddy 1428,Sales,Business Development,67.1,80,68.08,85.06,3.8,91.31,44,4.0,74,No
1529,Brenda Bauer 1429,Finance,Auditor,92.1,80,92.41,100.0,5.0,90.7,36,4.3,67,Yes
1530,Megan Williams 1430,HR,HR Manager,79.3,60,90.56,80.06,4.0,79.4,54,3.7,42,No
1531,Aditya Kumar 1431,HR,Recruitment Specialist,76.7,60,71.75,85.5,4.7,88.84,49,4.1,72,No
1532,Navya Chopra 1432,HR,HR Executive,83.3,40,71.53,85.78,3.6,88.75,35,4.0,73,No
1533,Aditi Sen 1433,IT,Engineer,82.9,20,78.45,78.54,4.5,86.53,45,5.0,5,No
1534,Ishaan Malhotra 1434,Marketing,SEO Specialist,91.0,60,78.75,93.08,3.6,92.49,35,2.7,14,No
1535,Meera Das 1435,Sales,Business Development,64.8,80,68.38,85.0,4.1,90.4,50,3.7,41,No
1536,Aditi Sen 1436,Finance,Financial Analyst,67.5,60,75.51,71.34,3.5,89.82,46,3.8,30,No
1537,Norman Lane 1437,Finance,Accountant,60.9,60,63.46,92.87,5.0,94.92,46,3.0,52,No
1538,Jeffery Lopez 1438,Sales,Account Manager,71.6,80,90.72,83.55,3.8,84.23,53,4.2,5,No
1539,Joel Fuller 1439,Sales,Sales Executive,70.4,60,60.4,87.27,3.2,84.46,47,3.7,32,No
1540,Ananya Singh 1440,HR,Employee Relations,50.9,80,60.29,92.74,4.0,90.55,42,3.5,28,No
1541,Aditi Sen 1441,IT,Software Engineer,64.2,60,82.35,85.45,4.2,82.57,36,3.2,20,No
1542,Aditi Sen 1442,Sales,Business Development,89.3,60,65.63,85.39,3.9,87.85,53,4.1,53,No
1543,Aditi Sen 1443,Sales,Sales Executive,74.9,60,72.99,100.0,3.4,79.52,48,4.3,55,No
1544,Devansh Banerjee 1444,Finance,Financial Analyst,80.6,80,78.63,72.92,4.5,65.76,35,3.9,20,No
1545,David Williams 1445,IT,Software Engineer,70.6,40,84.75,79.0,4.7,88.78,43,4.5,54,No
1546,Shannon Clark 1446,Sales,Sales Executive,49.4,40,75.79,80.36,2.9,71.61,53,4.2,57,No
1547,Clinton Scott 1447,HR,HR Executive,70.5,60,95.79,100.0,3.4,78.41,48,5.0,63,No
1548,Vihaan Verma 1448,IT,Cybersecurity Specialist,84.5,80,78.0,83.49,3.8,90.56,38,3.3,45,No
1549,Avani Bhat 1449,IT,Cybersecurity Specialist,57.8,40,89.91,89.68,3.6,90.65,36,3.1,83,No
1550,Sara Snyder 1450,Marketing,Content Lead,81.0,60,80.79,84.68,4.2,93.4,44,4.4,21,No
1551,Rohan Pillai 1451,Sales,Business Development,51.6,60,99.31,92.22,5.0,67.84,49,3.8,59,No
1552,Steven Barnett 1452,IT,Data Analyst,72.2,60,88.58,87.91,3.7,86.37,35,3.2,10,No
1553,Navya Chopra 1453,Marketing,Content Strategist,78.5,60,78.43,89.77,4.8,81.94,45,3.4,46,No
1554,Riya Mishra 1454,HR,HR Executive,68.3,60,84.29,97.01,3.0,91.91,50,4.4,30,No
1555,Aarav Sharma 1455,IT,Tester,100.0,60,75.39,91.08,4.2,95.81,47,4.6,76,No
1556,Connie Bailey 1456,Finance,Accountant,66.1,60,75.29,82.85,3.5,73.53,42,4.5,17,No
1557,Jeffery Lopez 1457,IT,Developer,65.1,40,64.97,90.18,4.2,84.13,43,4.1,21,No
1558,Rohan Pillai 1458,Sales,Sales Executive,74.5,60,69.92,100.0,2.8,90.66,49,3.9,55,No
1559,Aarav Sharma 1459,HR,HR Manager,62.9,60,98.61,91.95,3.1,81.3,39,3.9,16,No
1560,Anna Dominguez 1460,Marketing,SEO Specialist,54.7,60,65.96,89.06,4.2,97.97,54,4.2,37,No
1561,Myra Nair 1461,Marketing,Content Strategist,58.8,60,71.45,78.41,3.5,80.79,52,4.1,24,No
1562,Brenda Bauer 1462,Sales,Account Manager,81.1,80,77.06,93.07,3.7,81.6,36,3.4,31,No
1563,Jeffery Lopez 1463,HR,Recruitment Specialist,68.3,60,77.4,94.11,5.0,75.41,39,4.6,14,No
1564,Aditya Kumar 1464,IT,Engineer,92.4,60,81.84,90.19,4.0,85.23,54,4.0,12,No
1565,Jeffery Lopez 1465,IT,Software Engineer,66.7,40,73.31,88.8,4.4,59.85,50,2.7,57,No
1566,Pari Joshi 1466,Sales,Sales Executive,80.5,60,82.45,100.0,3.4,82.02,50,3.2,49,No
1567,Cody Bright 1467,IT,Data Analyst,78.1,60,89.42,93.99,3.1,94.15,38,3.8,10,No
1568,Vihaan Verma 1468,HR,HR Executive,66.5,60,90.67,96.68,3.9,72.83,54,4.1,12,No
1569,Steven Barnett 1469,IT,Data Analyst,61.5,60,75.32,88.47,3.0,71.05,45,4.0,49,No
1570,Norman Lane 1470,Sales,Account Manager,51.2,80,84.11,87.08,3.5,92.93,54,3.6,37,No
1571,Connie Bailey 1471,IT,Engineer,78.6,80,66.54,92.42,4.0,94.01,50,4.7,0,No
1572,Aditya Kumar 1472,IT,Cybersecurity Specialist,86.4,20,70.78,87.07,3.8,73.15,46,4.5,38,No
1573,Troy Ford 1473,IT,Engineer,52.9,60,66.26,87.65,4.1,97.86,40,4.0,26,No
1574,Vihaan Verma 1474,Sales,Business Development,67.6,20,77.54,91.24,4.3,87.46,50,3.1,35,No
1575,Avani Bhat 1475,IT,Developer,64.0,60,69.41,84.41,3.2,92.39,53,3.8,31,No
1576,Sara Snyder 1476,IT,Tester,78.6,60,62.79,89.54,3.3,77.67,45,3.8,40,No
1577,Jasmine Gonzalez 1477,Finance,Financial Analyst,68.1,60,74.14,88.56,2.6,95.91,46,3.0,14,No
1578,Ayaan Saxena 1478,IT,Developer,87.9,60,60.71,94.77,3.7,81.86,38,4.3,30,No
1579,Diya Patel 1479,Marketing,Marketing Executive,67.4,80,91.27,83.72,4.3,81.5,47,4.1,5,No
1580,Nicole Roberts 1480,IT,Data Analyst,57.2,60,72.42,74.0,4.8,87.86,36,3.4,51,No
1581,Brenda Bauer 1481,IT,Tester,66.4,60,87.85,85.83,4.0,80.86,53,4.1,81,No
1582,Ayaan Saxena 1482,HR,Employee Relations,67.7,60,73.08,90.78,4.7,71.83,45,4.6,21,No
1583,Ashley Marsh 1483,IT,Cybersecurity Specialist,78.3,60,66.05,94.75,4.1,85.05,35,4.3,30,No
1584,Joel Fuller 1484,IT,Tester,67.5,40,89.76,83.15,4.0,81.45,43,3.6,72,No
1585,Sara Khan 1485,IT,Cybersecurity Specialist,77.3,60,78.89,91.79,3.5,77.86,44,5.0,45,No
1586,Avani Bhat 1486,Support,Support Engineer,62.5,60,96.87,95.95,2.5,93.92,37,4.3,66,No
1587,Sara Snyder 1487,IT,Cybersecurity Specialist,68.5,60,73.33,93.26,4.6,100.0,42,3.6,42,No
1588,Aditya Kumar 1488,IT,Cybersecurity Specialist,62.6,40,73.55,82.47,3.9,76.65,50,5.0,0,No
1589,Judith Ware 1489,IT,Tester,61.8,40,88.05,83.22,4.7,85.58,38,2.9,43,No
1590,Arjun Rao 1490,Sales,Business Development,87.3,60,88.12,91.05,3.3,80.81,45,3.3,56,No
1591,Peggy Mann 1491,IT,Developer,63.4,60,79.53,99.38,5.0,100.0,42,3.7,8,No
1592,Rohan Pillai 1492,Finance,Accountant,67.8,60,100.0,88.1,3.8,87.93,41,4.6,4,No
1593,Erin Massey 1493,Sales,Sales Executive,84.5,60,75.19,86.84,3.5,91.42,54,3.6,78,No
1594,Ayaan Saxena 1494,IT,Data Analyst,81.0,60,65.31,78.41,3.8,93.45,49,3.9,8,No
1595,Ananya Singh 1495,Sales,Business Development,91.7,60,67.97,85.45,4.0,85.04,42,3.4,44,No
1596,Diya Patel 1496,HR,Recruitment Specialist,77.8,80,75.25,82.99,3.9,82.51,44,4.4,76,No
1597,Nicole Roberts 1497,Sales,Business Development,64.8,60,93.19,88.19,3.6,96.15,53,4.3,23,No
1598,Nicole Roberts 1498,Sales,Business Development,96.7,100,76.14,77.41,2.8,90.22,39,3.1,73,Yes
1599,Myra Nair 1499,Sales,Account Manager,79.0,60,93.66,85.7,3.4,77.23,37,4.0,41,No
1600,Saanvi Iyer 1500,IT,Engineer,70.1,80,82.34,80.94,4.5,78.21,41,4.2,21,No
1601,Myra Nair 1501,Finance,Financial Analyst,72.7,60,88.83,94.58,3.4,80.88,40,3.9,59,No
1602,Vihaan Verma 1502,Marketing,SEO Specialist,74.2,80,81.87,81.99,2.9,93.27,51,4.0,36,No
1603,Clinton Scott 1503,Finance,Financial Analyst,69.2,100,81.79,83.99,3.3,95.79,44,3.6,38,No
1604,Nicole Roberts 1504,Sales,Sales Executive,55.5,20,85.53,89.97,3.8,100.0,54,4.5,83,No
1605,Taylor Morris 1505,Sales,Sales Executive,91.5,40,72.33,84.82,3.4,78.33,49,3.5,73,No
1606,Manish Badami 1506,IT,Data Analyst,71.7,60,72.44,100.0,3.7,85.12,36,4.6,73,No
1607,Reyansh Reddy 1507,Marketing,Content Strategist,74.2,60,81.5,94.51,3.4,80.8,35,4.0,52,No
1608,Sara Snyder 1508,Marketing,Content Strategist,96.9,80,97.41,88.12,4.5,82.54,46,3.7,27,Yes
1609,Saanvi Iyer 1509,IT,Data Analyst,63.8,20,62.59,90.58,4.2,91.44,47,4.0,76,No
1610,Sara Snyder 1510,Sales,Account Manager,79.9,80,57.71,71.51,5.0,83.63,46,4.1,14,No
1611,Taylor Morris 1511,Finance,Accountant,62.5,40,75.36,96.62,3.7,94.53,46,3.8,59,No
1612,Aditi Sen 1512,Finance,Accountant,75.9,60,88.31,91.58,3.7,79.87,41,3.8,59,No
1613,Shannon Clark 1513,Marketing,Content Lead,74.4,100,78.51,87.49,4.6,89.93,41,3.4,5,No
1614,Troy Ford 1514,Support,Helpdesk,81.5,40,66.31,91.96,4.1,80.46,40,4.9,51,No
1615,Clinton Scott 1515,IT,Data Analyst,86.5,60,78.79,92.81,3.3,69.3,47,3.5,11,No
1616,Aarav Sharma 1516,IT,Tester,65.0,40,60.67,85.09,4.2,75.83,43,3.3,18,No
1617,Arjun Rao 1517,HR,HR Executive,89.0,80,84.29,90.66,4.1,84.99,50,4.3,74,Yes
1618,Christopher Benson 1518,IT,Engineer,89.8,60,74.91,95.34,2.8,99.37,36,2.9,1,No
1619,Vivaan Gupta 1519,Sales,Business Development,69.0,80,77.18,91.18,3.5,80.32,45,4.0,54,No
1620,Aditi Sen 1520,IT,Engineer,71.9,60,82.27,86.23,4.0,82.65,37,3.3,14,No
1621,Troy Ford 1521,Marketing,Content Strategist,66.1,60,80.06,90.08,4.8,87.92,43,4.3,63,No
1622,Jasmine Gonzalez 1522,HR,Recruitment Specialist,68.3,20,72.59,97.68,4.3,79.2,46,3.9,68,No
1623,Riya Mishra 1523,Marketing,Content Strategist,57.6,60,88.34,93.49,3.6,80.13,36,3.5,14,No
1624,Riya Mishra 1524,IT,Engineer,81.3,60,85.97,79.86,3.5,84.58,53,3.9,42,No
1625,Peggy Mann 1525,HR,Recruitment Specialist,47.4,60,60.26,92.11,4.4,80.51,40,4.3,73,No
1626,Ananya Singh 1526,HR,HR Manager,63.6,60,75.7,91.18,2.4,69.74,52,3.7,16,No
1627,Aditya Kumar 1527,IT,Software Engineer,71.4,40,67.2,96.15,3.4,78.8,47,3.8,23,No
1628,Ashley Marsh 1528,Sales,Sales Executive,87.6,60,65.32,88.23,4.7,88.92,48,4.6,73,No
1629,Peggy Mann 1529,IT,Software Engineer,65.5,60,83.35,85.41,4.1,89.17,42,4.2,29,No
1630,Shannon Clark 1530,IT,Engineer,77.1,40,73.81,78.42,3.4,94.69,43,3.7,66,No
1631,Jasmine Gonzalez 1531,IT,Engineer,71.0,40,76.57,83.14,3.2,94.04,47,4.0,50,No
1632,Troy Ford 1532,IT,Cybersecurity Specialist,83.3,20,71.3,96.46,4.4,76.8,51,3.8,59,No
1633,Ananya Singh 1533,Support,Helpdesk,76.5,80,81.7,89.39,3.9,78.04,40,4.6,2,No
1634,Sara Snyder 1534,Marketing,SEO Analyst,82.0,60,84.78,87.3,3.8,78.39,54,3.0,4,No
1635,Troy Ford 1535,IT,Cybersecurity Specialist,65.4,80,99.7,97.07,4.1,82.78,44,4.3,27,No
1636,Ishaan Malhotra 1536,Sales,Business Development,59.8,60,76.19,95.63,4.0,79.01,45,4.3,77,No
1637,Saanvi Iyer 1537,HR,HR Executive,76.4,60,63.52,82.85,4.0,82.6,44,3.6,10,No
1638,Troy Ford 1538,HR,HR Manager,66.1,40,72.96,96.41,3.1,77.02,40,3.5,71,No
1639,Sara Snyder 1539,IT,Developer,72.4,60,86.47,76.39,3.3,90.28,40,4.7,71,No
1640,Jasmine Gonzalez 1540,IT,Engineer,75.8,60,70.27,91.22,4.3,76.42,49,3.9,75,No
1641,Ayaan Saxena 1541,Sales,Sales Executive,86.9,40,63.18,90.39,4.2,76.02,41,4.9,14,No
1642,Navya Chopra 1542,Finance,Financial Analyst,81.4,80,70.48,96.05,4.1,88.16,46,3.4,82,No
1643,Connie Bailey 1543,Support,Support Engineer,63.8,60,72.67,90.67,3.5,89.78,54,3.9,47,No
1644,Diya Patel 1544,Support,Support Engineer,58.3,60,67.17,86.29,4.4,82.2,43,3.7,45,No
1645,Ananya Singh 1545,IT,Engineer,92.5,60,80.17,86.84,3.7,90.95,35,3.7,27,No
1646,Kabir Mehta 1546,Finance,Accountant,53.0,60,77.21,100.0,4.7,90.37,50,4.2,6,No
1647,Connie Bailey 1547,HR,Recruitment Specialist,66.6,60,85.9,88.58,3.5,99.19,52,3.5,70,No
1648,Judith Ware 1548,Sales,Sales Executive,79.7,60,73.54,92.18,3.6,89.86,41,3.9,81,No
1649,Taylor Morris 1549,Finance,Accountant,91.7,20,83.58,73.85,3.8,97.66,52,3.5,5,No
1650,Christopher Benson 1550,Finance,Financial Analyst,69.7,40,73.08,82.21,4.4,84.5,42,4.4,57,No
1651,Rohan Pillai 1551,HR,Employee Relations,72.3,60,66.7,91.63,3.9,95.2,49,5.0,67,No
1652,Ashley Marsh 1552,IT,Developer,61.5,60,72.57,76.7,3.9,95.37,40,4.8,54,No
1653,Saanvi Iyer 1553,Sales,Account Manager,73.5,60,61.82,91.85,3.7,82.86,46,3.4,66,No
1654,Shannon Clark 1554,Sales,Business Development,58.2,60,95.88,82.92,4.1,78.49,49,3.7,48,No
1655,Jeffery Lopez 1555,IT,Engineer,63.0,60,79.42,80.76,3.9,79.9,49,4.0,50,No
1656,Steven Barnett 1556,HR,HR Manager,81.2,60,70.05,82.9,3.4,87.32,44,2.8,58,No
1657,Ashley Marsh 1557,Marketing,SEO Analyst,66.8,80,74.22,98.69,4.0,74.8,43,4.0,5,No
1658,Judith Ware 1558,Sales,Business Development,83.0,40,53.5,90.33,4.0,80.37,48,4.3,50,No
1659,Cody Bright 1559,IT,Developer,70.2,60,92.34,81.63,5.0,93.58,48,4.0,37,No
1660,Ayaan Saxena 1560,Sales,Business Development,55.6,80,91.37,93.43,3.5,89.33,51,3.9,10,No
1661,Shannon Clark 1561,Finance,Auditor,86.0,60,79.08,93.81,3.4,65.18,45,3.6,51,No
1662,Peggy Mann 1562,Sales,Account Manager,56.2,60,81.19,85.33,4.1,73.34,40,3.8,19,No
