Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Rarely,1398,Research & Development,16,4,Technical Degree,1,1573,1,Female,95,1,5,Engineer,2,Married,3257,23067,8,Y,Yes,23,3,2,80,0,18,5,4,9,6,2,7
41,No,Travel_Rarely,762,Sales,12,3,Marketing,1,1574,4,Male,53,3,3,Business Development,3,Single,12987,12402,4,Y,No,16,1,4,80,1,13,3,2,11,11,1,10
38,No,Travel_Frequently,424,Research & Development,15,1,Medical,1,1575,1,Female,74,4,3,Developer,1,Divorced,6269,25529,1,Y,Yes,20,3,2,80,0,14,5,4,11,9,4,10
26,No,Travel_Frequently,1092,Research & Development,22,3,Medical,1,1576,3,Female,84,3,1,Tester,4,Divorced,3228,6669,0,Y,No,11,3,4,80,3,12,6,3,5,4,3,3
49,Yes,Non-Travel,338,Research & Development,23,1,Marketing,1,1577,1,Female,82,1,4,Financial Analyst,4,Married,5493,18756,4,Y,Yes,11,3,2,80,0,12,5,3,12,10,4,11
39,No,Travel_Frequently,1158,Research & Development,21,4,Other,1,1578,1,Male,95,2,2,Developer,4,Single,14689,16992,2,Y,Yes,13,3,2,80,2,7,2,3,1,1,0,1
53,No,Travel_Frequently,414,Research & Development,21,5,Technical Degree,1,1579,2,Female,48,2,2,Marketing Executive,4,Married,13763,14256,4,Y,No,12,4,3,80,3,6,6,4,3,3,0,1
21,No,Travel_Rarely,738,Research & Development,18,2,Marketing,1,1580,1,Male,80,1,3,Data Analyst,4,Single,10567,5154,7,Y,No,19,3,3,80,0,13,1,3,11,8,7,11
23,No,Travel_Frequently,456,Research & Development,16,3,Marketing,1,1581,4,Other,95,2,4,Tester,3,Single,11692,3468,3,Y,No,12,3,2,80,0,22,6,4,15,14,1,14
41,No,Travel_Rarely,1209,Research & Development,6,1,Human Resources,1,1582,1,Female,74,4,3,Employee Relations,2,Single,8655,16809,5,Y,Yes,14,3,1,80,2,13,6,4,9,8,8,7
55,No,Travel_Rarely,814,Research & Development,17,3,Human Resources,1,1583,3,Other,69,2,1,Cybersecurity Specialist,3,Divorced,9616,22541,7,Y,Yes,21,3,1,80,2,8,2,4,3,0,1,3
23,No,Travel_Rarely,1172,Research & Development,23,2,Life Sciences,1,1584,1,Female,35,2,2,Tester,2,Single,6982,4661,2,Y,Yes,24,2,4,80,0,12,5,2,11,9,0,11
45,No,Travel_Rarely,573,Research & Development,3,3,Life Sciences,1,1585,2,Male,80,3,3,Cybersecurity Specialist,1,Married,7212,18478,9,Y,No,24,3,3,80,2,11,3,2,11,8,7,10
58,No,Travel_Rarely,396,Research & Development,18,3,Marketing,1,1586,3,Other,70,3,2,Support Engineer,3,Single,11581,12505,7,Y,Yes,17,3,2,80,2,16,2,3,10,7,4,9
40,No,Travel_Rarely,1228,Research & Development,11,2,Human Resources,1,1587,4,Other,76,3,4,Cybersecurity Specialist,1,Single,12380,6529,0,Y,No,20,3,1,80,1,9,2,2,2,0,1,1
54,No,Travel_Frequently,660,Research & Development,23,3,Technical Degree,1,1588,3,Male,46,4,4,Cybersecurity Specialist,2,Married,12914,5190,9,Y,No,25,2,4,80,3,6,3,4,4,4,3,2
41,Yes,Travel_Rarely,1194,Research & Development,25,2,Life Sciences,1,1589,1,Male,52,2,2,Tester,2,Single,8050,17687,3,Y,Yes,22,2,4,80,1,10,1,2,5,3,4,4
43,No,Travel_Rarely,563,Sales,17,3,Technical Degree,1,1590,3,Female,69,2,2,Business Development,2,Divorced,7085,3926,5,Y,No,17,3,2,80,1,7,2,3,7,6,1,6
26,No,Travel_Rarely,695,Research & Development,6,1,Technical Degree,1,1591,4,Female,66,2,1,Developer,2,Single,14105,7033,3,Y,Yes,22,3,4,80,0,10,5,3,7,7,6,5
33,No,Travel_Rarely,273,Research & Development,24,3,Life Sciences,1,1592,4,Female,87,3,2,Accountant,4,Single,7158,14600,6,Y,Yes,21,3,3,80,3,10,1,4,9,8,2,7
43,No,Travel_Rarely,1443,Sales,18,4,Other,1,1593,3,Female,50,4,1,Sales Executive,2,Married,6086,19056,3,Y,No,16,3,3,80,0,13,3,4,13,10,6,13
29,No,Travel_Rarely,863,Research & Development,5,4,Marketing,1,1594,3,Male,56,2,3,Data Analyst,2,Divorced,13193,2238,5,Y,Yes,24,3,1,80,0,10,2,2,8,5,3,6
37,No,Travel_Rarely,1038,Sales,16,4,Human Resources,1,1595,2,Female,40,3,3,Business Development,1,Divorced,12939,21170,9,Y,Yes,15,3,2,80,1,14,2,1,13,13,9,12
22,No,Travel_Frequently,1413,Research & Development,29,4,Life Sciences,1,1596,4,Other,68,2,2,Recruitment Specialist,1,Married,12171,7046,3,Y,Yes,24,4,3,80,0,19,4,3,15,13,5,15
39,No,Travel_Frequently,313,Sales,29,2,Medical,1,1597,2,Male,92,3,1,Business Development,4,Divorced,3574,25304,5,Y,Yes,16,3,1,80,1,10,0,3,2,0,1,1
39,No,Travel_Rarely,802,Sales,28,2,Medical,1,1598,1,Male,57,3,4,Business Development,4,Divorced,8295,14460,7,Y,Yes,13,5,4,80,0,19,6,3,12,12,7,12
27,No,Travel_Frequently,806,Sales,20,3,Technical Degree,1,1599,4,Male,76,4,2,Account Manager,4,Single,11830,6901,1,Y,No,17,3,2,80,0,9,3,3,8,6,0,6
40,No,Travel_Rarely,254,Research & Development,10,4,Medical,1,1600,4,Male,76,3,1,Engineer,4,Divorced,4157,11362,4,Y,Yes,16,4,2,80,1,14,5,4,8,7,1,8
29,No,Travel_Rarely,106,Research & Development,28,5,Technical Degree,1,1601,2,Female,33,2,2,Financial Analyst,4,Married,14528,16815,6,Y,Yes,24,3,4,80,1,7,1,3,5,5,4,4
37,No,Travel_Rarely,1104,Research & Development,16,1,Other,1,1602,1,Male,90,3,3,SEO Specialist,1,Married,4984,8497,4,Y,No,14,4,3,80,1,20,3,3,15,14,7,13
47,No,Travel_Rarely,1246,Research & Development,3,3,Other,1,1603,3,Female,47,2,1,Financial Analyst,1,Single,6717,26363,6,Y,Yes,12,5,4,80,1,21,4,4,13,11,6,11
22,No,Travel_Rarely,1250,Sales,10,2,Other,1,1604,4,Female,79,2,2,Sales Executive,3,Married,4272,22797,2,Y,No,11,1,4,80,1,5,5,3,3,3,1,2
56,No,Travel_Rarely,485,Sales,24,4,Other,1,1605,2,Female,65,4,1,Sales Executive,4,Married,4439,8890,3,Y,No,19,2,1,80,1,18,3,4,9,6,8,8
39,No,Travel_Rarely,341,Research & Development,18,3,Other,1,1606,4,Male,30,3,3,Data Analyst,2,Married,12455,18085,4,Y,Yes,18,3,2,80,0,21,0,1,12,11,1,11
37,No,Travel_Rarely,622,Research & Development,16,2,Human Resources,1,1607,2,Female,64,3,4,Content Strategist,4,Married,15027,17408,2,Y,No,25,3,4,80,0,8,5,3,7,5,5,6
25,No,Travel_Rarely,933,Research & Development,17,3,Life Sciences,1,1608,2,Female,34,4,1,Content Strategist,3,Single,10862,19192,5,Y,Yes,14,4,1,80,2,2,6,3,1,0,0,0
59,No,Travel_Frequently,1074,Research & Development,17,3,Life Sciences,1,1609,2,Female,35,2,4,Data Analyst,3,Married,10795,19974,9,Y,Yes,20,1,4,80,1,12,3,3,8,8,6,6
38,No,Travel_Rarely,977,Sales,10,4,Human Resources,1,1610,4,Female,89,3,4,Account Manager,2,Married,8467,2718,6,Y,No,21,4,2,80,0,15,1,3,10,7,0,8
27,No,Travel_Rarely,386,Research & Development,5,1,Technical Degree,1,1611,3,Male,34,3,1,Accountant,1,Married,14442,20830,5,Y,Yes,11,2,4,80,0,16,5,4,13,13,3,13
37,No,Travel_Rarely,657,Research & Development,25,4,Other,1,1612,3,Male,61,4,1,Accountant,3,Single,10313,14643,5,Y,Yes,14,3,2,80,2,10,1,3,5,5,1,5
59,No,Travel_Rarely,425,Research & Development,4,3,Marketing,1,1613,2,Other,68,2,3,Content Lead,2,Single,15207,14383,4,Y,No,15,5,2,80,3,9,0,3,6,5,0,5
56,No,Travel_Rarely,328,Research & Development,15,4,Medical,1,1614,3,Female,69,3,1,Helpdesk,2,Married,11089,5549,5,Y,No,11,2,1,80,2,13,4,3,9,9,5,9
24,No,Non-Travel,1105,Research & Development,16,4,Other,1,1615,3,Female,71,3,1,Data Analyst,3,Married,5800,25994,5,Y,Yes,25,3,4,80,1,16,5,3,10,8,3,10
58,No,Travel_Rarely,920,Research & Development,23,2,Human Resources,1,1616,4,Female,37,2,1,Tester,3,Single,11482,5757,9,Y,No,19,2,4,80,2,20,6,2,15,13,4,14
45,No,Travel_Rarely,960,Research & Development,18,2,Medical,1,1617,3,Male,58,3,1,HR Executive,1,Single,4887,9245,7,Y,Yes,24,4,4,80,1,15,2,3,14,13,0,14
25,No,Travel_Rarely,1191,Research & Development,19,3,Marketing,1,1618,1,Female,89,3,1,Engineer,2,Married,8102,14827,0,Y,Yes,17,3,3,80,1,16,2,2,8,8,4,6
50,No,Travel_Frequently,657,Sales,10,2,Technical Degree,1,1619,2,Female,52,2,3,Business Development,2,Divorced,12203,11914,1,Y,Yes,22,4,2,80,2,23,0,3,14,12,3,12
32,Yes,Travel_Rarely,904,Research & Development,11,4,Other,1,1620,1,Female,33,4,3,Engineer,1,Divorced,3564,12225,5,Y,Yes,23,3,3,80,0,15,6,4,11,8,9,9
24,No,Travel_Rarely,1455,Research & Development,9,3,Medical,1,1621,4,Female,63,3,2,Content Strategist,3,Married,11466,21042,5,Y,No,17,3,2,80,2,22,0,4,14,12,2,13
44,No,Travel_Rarely,254,Research & Development,5,4,Technical Degree,1,1622,4,Female,67,2,2,Recruitment Specialist,2,Married,14001,17911,6,Y,Yes,25,1,3,80,0,18,1,3,14,14,8,12
49,No,Travel_Frequently,608,Research & Development,6,2,Other,1,1623,1,Male,90,2,4,Content Strategist,1,Single,13352,17940,0,Y,Yes,25,3,4,80,0,5,0,3,3,0,1,1
29,No,Travel_Rarely,1135,Research & Development,3,2,Marketing,1,1624,4,Male,56,1,4,Engineer,2,Married,9854,17319,5,Y,No,22,3,1,80,2,19,6,3,13,11,3,13
24,No,Travel_Rarely,287,Research & Development,13,3,Technical Degree,1,1625,3,Female,60,4,3,Recruitment Specialist,2,Married,7670,12376,7,Y,Yes,11,3,2,80,1,12,1,4,5,2,2,5
44,No,Travel_Frequently,116,Research & Development,6,1,Marketing,1,1626,1,Male,32,4,2,HR Manager,3,Married,7395,2275,2,Y,Yes,22,3,2,80,1,8,3,3,4,4,3,2
34,No,Travel_Frequently,739,Research & Development,11,3,Life Sciences,1,1627,3,Female,56,4,2,Software Engineer,2,Single,6835,2742,3,Y,Yes,19,2,3,80,1,22,1,4,14,12,3,13
25,No,Travel_Frequently,1474,Sales,29,4,Medical,1,1628,3,Male,72,3,4,Sales Executive,3,Married,7663,24596,0,Y,No,20,3,3,80,3,3,1,4,1,0,0,1
38,Yes,Travel_Frequently,1132,Research & Development,16,3,Medical,1,1629,4,Male,89,4,4,Software Engineer,2,Single,3754,5232,2,Y,Yes,18,3,3,80,2,12,3,3,5,2,3,4
39,Yes,Travel_Rarely,1334,Research & Development,11,4,Marketing,1,1630,4,Male,75,4,3,Engineer,2,Married,3665,10347,6,Y,Yes,24,2,1,80,1,11,1,4,10,9,4,10
32,No,Non-Travel,128,Research & Development,10,2,Marketing,1,1631,1,Female,66,2,3,Engineer,2,Married,13789,4228,8,Y,Yes,16,2,2,80,1,16,2,1,7,6,4,7
38,No,Non-Travel,995,Research & Development,16,2,Human Resources,1,1632,4,Male,96,3,2,Cybersecurity Specialist,1,Divorced,4582,25203,1,Y,No,24,1,1,80,1,1,1,4,1,0,0,0
37,No,Travel_Rarely,508,Research & Development,24,5,Marketing,1,1633,2,Other,35,4,1,Helpdesk,3,Married,12465,18168,5,Y,No,14,4,1,80,2,10,0,2,4,1,2,4
50,Yes,Travel_Rarely,1004,Research & Development,14,5,Marketing,1,1634,4,Male,88,2,1,SEO Analyst,1,Single,6157,15338,6,Y,Yes,16,3,3,80,2,15,1,3,6,4,2,4
44,No,Travel_Rarely,240,Research & Development,16,3,Technical Degree,1,1635,2,Female,32,3,1,Cybersecurity Specialist,4,Divorced,10335,9345,1,Y,Yes,21,4,4,80,0,15,3,4,11,8,0,9
31,No,Travel_Rarely,914,Sales,26,4,Technical Degree,1,1636,4,Male,40,3,3,Business Development,2,Married,10845,24154,7,Y,No,14,3,3,80,1,18,0,3,12,9,4,10
55,No,Travel_Frequently,230,Research & Development,17,3,Medical,1,1637,4,Male,56,3,3,HR Executive,4,Divorced,10751,12128,1,Y,Yes,12,3,2,80,0,11,5,3,9,7,7,7
43,No,Travel_Rarely,477,Research & Development,26,2,Technical Degree,1,1638,3,Female,31,3,2,HR Manager,3,Single,3139,8777,9,Y,No,19,2,4,80,1,13,3,4,11,11,3,9
37,No,Travel_Frequently,1069,Research & Development,24,2,Technical Degree,1,1639,1,Female,93,3,1,Developer,1,Married,9376,8833,4,Y,Yes,25,3,2,80,0,8,3,4,8,6,5,7
21,No,Non-Travel,608,Research & Development,8,4,Medical,1,1640,2,Male,73,3,4,Engineer,1,Married,4872,23099,9,Y,Yes,20,3,2,80,2,4,2,3,2,0,1,0
35,No,Non-Travel,493,Sales,23,2,Other,1,1641,1,Male,84,2,2,Sales Executive,3,Single,10628,20463,9,Y,No,12,2,4,80,1,11,5,3,11,8,2,11
52,No,Travel_Rarely,1287,Research & Development,4,3,Life Sciences,1,1642,4,Other,69,3,5,Financial Analyst,3,Divorced,7117,25574,5,Y,No,17,4,3,80,2,6,4,3,3,2,1,1
29,No,Travel_Rarely,1087,Research & Development,17,3,Human Resources,1,1643,4,Female,52,3,3,Support Engineer,1,Married,14146,24700,0,Y,No,22,3,3,80,3,19,2,3,10,9,8,9
35,No,Travel_Frequently,1308,Research & Development,10,3,Technical Degree,1,1644,4,Male,93,4,1,Support Engineer,4,Single,8690,14315,6,Y,No,13,3,4,80,3,17,6,2,13,10,6,13
48,No,Travel_Rarely,358,Research & Development,2,3,Life Sciences,1,1645,1,Female,86,2,1,Engineer,3,Single,12464,22265,5,Y,Yes,21,3,1,80,0,14,3,2,5,5,2,5
44,Yes,Travel_Rarely,1015,Research & Development,12,2,Human Resources,1,1646,1,Other,39,2,3,Accountant,2,Married,4055,13534,3,Y,Yes,14,3,2,80,0,19,6,3,11,11,4,10
55,No,Non-Travel,532,Research & Development,29,2,Medical,1,1647,3,Female,64,2,2,Recruitment Specialist,4,Single,4636,3439,1,Y,Yes,13,3,1,80,1,7,3,4,7,7,2,7
42,No,Travel_Rarely,1453,Sales,26,3,Technical Degree,1,1648,3,Female,35,3,1,Sales Executive,1,Married,5899,5542,5,Y,No,24,3,2,80,2,10,6,4,3,3,1,2
47,No,Travel_Rarely,1093,Research & Development,19,3,Other,1,1649,3,Female,83,2,1,Accountant,3,Married,6745,22023,8,Y,No,25,1,2,80,0,15,3,3,12,11,3,11
39,No,Travel_Frequently,547,Research & Development,21,3,Technical Degree,1,1650,2,Male,96,3,1,Financial Analyst,3,Single,13712,13719,7,Y,Yes,13,2,2,80,3,10,3,4,7,4,3,7
32,No,Travel_Rarely,889,Research & Development,19,3,Marketing,1,1651,1,Female,85,3,3,Employee Relations,4,Single,11444,4356,9,Y,No,16,3,1,80,1,5,3,2,5,3,2,4
40,No,Travel_Rarely,760,Research & Development,29,2,Technical Degree,1,1652,3,Male,89,1,1,Developer,3,Married,12369,7546,5,Y,Yes,21,3,4,80,1,17,2,3,10,8,2,9
21,No,Travel_Rarely,1348,Sales,8,4,Technical Degree,1,1653,1,Male,43,3,3,Account Manager,2,Married,14642,4897,4,Y,Yes,23,3,4,80,3,10,4,3,6,4,2,4
41,No,Travel_Rarely,435,Sales,6,3,Life Sciences,1,1654,4,Female,75,4,4,Business Development,1,Single,4681,22338,9,Y,Yes,16,3,1,80,2,8,3,2,6,4,2,6
21,No,Travel_Rarely,589,Research & Development,19,2,Life Sciences,1,1655,1,Female,45,2,2,Engineer,4,Single,14941,2764,6,Y,Yes,12,3,1,80,0,15,5,2,11,11,7,9
30,No,Travel_Rarely,518,Research & Development,18,3,Technical Degree,1,1656,3,Female,56,3,1,HR Manager,4,Married,4424,18470,2,Y,No,25,3,4,80,1,17,4,3,11,9,9,10
52,No,Travel_Rarely,711,Research & Development,14,4,Other,1,1657,2,Female,66,3,1,SEO Analyst,2,Single,13212,5349,8,Y,No,24,4,3,80,2,22,0,3,14,11,9,14
59,No,Travel_Rarely,1136,Sales,3,4,Human Resources,1,1658,3,Male,90,3,1,Business Development,3,Divorced,13959,4145,5,Y,Yes,24,2,4,80,1,20,1,2,12,12,6,12
42,No,Travel_Rarely,107,Research & Development,18,2,Medical,1,1659,1,Male,49,3,1,Developer,4,Married,13384,5042,1,Y,Yes,24,3,3,80,1,10,5,4,4,1,2,4
38,No,Travel_Rarely,982,Sales,28,3,Other,1,1660,4,Female,54,2,1,Business Development,1,Married,14287,3487,4,Y,Yes,11,4,4,80,0,20,3,3,12,12,9,12
52,No,Travel_Rarely,258,Research & Development,19,1,Life Sciences,1,1661,4,Male,79,3,2,Auditor,3,Single,10335,26192,8,Y,No,16,3,1,80,0,16,5,2,8,6,1,8
47,No,Travel_Frequently,872,Sales,25,1,Other,1,1662,1,Female,87,2,1,Account Manager,4,Divorced,11848,23488,5,Y,No,23,3,3,80,0,11,6,3,9,7,6,7
48,Yes,Non-Travel,1251,Research & Development,15,3,Other,1,1663,2,Male,66,4,1,Financial Analyst,4,Married,4633,6018,8,Y,Yes,11,2,3,80,0,6,6,3,2,0,1,0
38,No,Travel_Rarely,783,Sales,16,3,Human Resources,1,1664,3,Other,34,2,4,Account Manager,1,Divorced,3122,7161,0,Y,Yes,22,4,1,80,0,10,6,4,9,6,2,7
59,No,Travel_Rarely,918,Research & Development,17,4,Other,1,1665,1,Female,83,2,2,Tester,4,Married,12077,26371,1,Y,No,16,3,2,80,2,20,6,3,11,9,6,10
49,No,Travel_Rarely,1479,Sales,3,2,Technical Degree,1,1666,1,Male,66,2,4,Business Development,3,Single,7356,16924,8,Y,No,24,3,3,80,0,16,5,2,12,9,3,12
38,No,Travel_Rarely,1106,Research & Development,23,1,Marketing,1,1667,1,Male,39,4,1,Marketing Executive,2,Divorced,3494,8622,8,Y,No,25,2,1,80,2,10,3,4,4,1,0,4
28,No,Travel_Rarely,252,Research & Development,18,3,Life Sciences,1,1668,1,Female,38,3,1,Recruitment Specialist,4,Married,7525,16317,0,Y,No,23,1,2,80,3,10,5,4,6,3,5,4
51,No,Travel_Rarely,1040,Sales,13,1,Other,1,1669,3,Male,62,4,3,Sales Executive,2,Married,12599,20927,4,Y,No,20,3,3,80,0,21,3,3,14,14,2,13
54,No,Travel_Rarely,624,Sales,12,1,Life Sciences,1,1670,3,Male,53,3,2,Sales Executive,1,Single,3700,22695,5,Y,No,16,3,1,80,1,16,5,2,7,4,5,5
27,No,Travel_Rarely,1030,Research & Development,19,2,Marketing,1,1671,3,Female,99,2,4,HR Manager,2,Single,12348,8078,4,Y,No,11,4,4,80,0,5,6,4,4,4,1,4
56,No,Travel_Frequently,643,Research & Development,22,3,Technical Degree,1,1672,3,Male,86,4,3,Software Engineer,4,Married,12120,10672,9,Y,No,15,4,4,80,0,13,1,2,8,5,2,7
38,No,Travel_Frequently,505,Sales,28,2,Life Sciences,1,1673,3,Male,55,2,2,Sales Executive,1,Single,5223,9356,2,Y,Yes,14,3,4,80,1,22,4,4,13,10,3,11
58,No,Travel_Rarely,1257,Research & Development,2,3,Technical Degree,1,1674,2,Male,68,2,2,Auditor,3,Married,8632,15911,5,Y,No,16,1,4,80,0,19,5,3,14,13,1,12
29,No,Non-Travel,148,Research & Development,1,1,Human Resources,1,1675,4,Male,73,1,3,Data Analyst,2,Single,12901,22413,8,Y,No,18,3,2,80,1,13,2,4,10,9,0,9
29,Yes,Travel_Rarely,878,Research & Development,10,2,Life Sciences,1,1676,4,Female,93,2,3,Employee Relations,4,Divorced,3140,14610,9,Y,Yes,11,3,3,80,0,8,3,1,8,7,1,7
28,No,Travel_Frequently,167,Research & Development,18,3,Technical Degree,1,1677,3,Male,77,2,1,HR Executive,3,Single,12182,16268,3,Y,No,12,2,4,80,3,6,1,2,1,1,0,0
55,Yes,Travel_Rarely,267,Sales,27,2,Human Resources,1,1678,4,Male,96,2,3,Account Manager,2,Married,4736,16893,1,Y,Yes,12,3,4,80,0,16,0,2,8,5,6,8
38,No,Travel_Rarely,1029,Research & Development,12,3,Other,1,1679,1,Male,77,2,2,Financial Analyst,3,Divorced,4333,17792,2,Y,No,19,1,1,80,0,10,1,2,10,10,9,8
25,No,Travel_Rarely,203,Research & Development,13,1,Life Sciences,1,1680,4,Male,69,3,4,Recruitment Specialist,4,Single,5803,9038,6,Y,Yes,16,3,1,80,1,19,3,4,14,11,4,13
34,No,Travel_Rarely,825,Sales,4,3,Medical,1,1681,3,Male,75,2,4,Business Development,4,Married,6290,25703,0,Y,No,20,4,3,80,0,15,6,3,12,10,8,12
48,No,Travel_Rarely,1281,Research & Development,21,2,Technical Degree,1,1682,2,Female,32,3,1,Auditor,2,Married,8170,19453,6,Y,No,19,3,4,80,0,11,6,2,3,2,2,2
50,No,Travel_Frequently,200,Research & Development,1,2,Human Resources,1,1683,4,Female,43,2,4,Tester,2,Married,12264,10830,9,Y,Yes,25,4,1,80,0,13,4,2,5,4,1,5
24,No,Travel_Rarely,213,Research & Development,4,3,Other,1,1684,1,Male,33,4,4,SEO Analyst,4,Single,13630,17672,9,Y,Yes,14,4,2,80,2,20,4,2,14,14,3,14
59,No,Travel_Rarely,417,Research & Development,21,4,Medical,1,1685,2,Male,41,1,1,Accountant,3,Single,12437,15803,6,Y,No,24,3,1,80,1,10,6,4,10,8,1,9
40,No,Travel_Rarely,777,Research & Development,20,1,Technical Degree,1,1686,4,Male,52,4,2,Financial Analyst,2,Single,8977,2909,9,Y,No,24,3,3,80,0,10,0,3,8,5,2,7
45,No,Travel_Frequently,641,Sales,18,3,Life Sciences,1,1687,1,Female,32,3,2,Sales Executive,4,Married,13594,16469,9,Y,No,19,3,4,80,2,11,3,4,11,10,6,11
48,No,Travel_Frequently,1155,Research & Development,17,3,Other,1,1688,1,Female,32,3,2,Developer,1,Single,6710,16396,5,Y,No,19,4,2,80,1,10,0,4,6,5,1,6
32,No,Travel_Rarely,438,Research & Development,20,3,Technical Degree,1,1689,3,Female,71,2,3,Auditor,3,Married,8159,3699,1,Y,No,11,3,1,80,0,10,5,3,4,3,1,3
22,No,Travel_Rarely,1239,Research & Development,14,4,Human Resources,1,1690,2,Male,48,2,1,Financial Analyst,1,Married,12072,5417,0,Y,No,19,4,1,80,3,19,0,2,15,14,7,15
34,No,Non-Travel,605,Research & Development,2,2,Life Sciences,1,1691,4,Female,57,4,3,Employee Relations,1,Married,8286,10156,2,Y,Yes,15,3,4,80,0,6,3,3,4,2,0,2
42,No,Travel_Rarely,712,Sales,14,5,Life Sciences,1,1692,2,Male,67,3,1,Sales Executive,3,Married,11687,19859,8,Y,No,25,2,2,80,1,16,6,4,12,9,4,12
51,No,Travel_Rarely,976,Research & Development,10,3,Other,1,1693,1,Other,38,3,2,Marketing Executive,1,Married,12057,9197,9,Y,No,25,5,2,80,2,12,4,4,4,4,1,2
43,No,Travel_Rarely,364,Research & Development,25,2,Life Sciences,1,1694,3,Female,85,4,1,SEO Specialist,1,Single,13203,20299,4,Y,No,20,2,3,80,0,8,4,3,6,3,4,6
40,No,Travel_Frequently,1032,Research & Development,20,4,Marketing,1,1695,1,Female,46,2,3,Engineer,1,Divorced,8039,12483,4,Y,Yes,20,4,1,80,0,16,4,3,7,7,3,5
58,No,Travel_Rarely,372,Research & Development,3,3,Human Resources,1,1696,4,Female,36,2,2,HR Executive,4,Married,2937,16095,9,Y,No,21,3,2,80,1,18,4,4,13,11,0,11
24,No,Travel_Rarely,597,Research & Development,15,3,Medical,1,1697,2,Female,83,3,5,Data Analyst,1,Divorced,9537,24847,9,Y,No,17,3,4,80,1,6,4,4,5,4,1,5
35,No,Travel_Rarely,598,Research & Development,7,3,Life Sciences,1,1698,4,Female,57,3,4,Content Strategist,1,Married,13580,10823,3,Y,Yes,15,3,1,80,3,13,0,4,10,9,3,8
44,No,Travel_Rarely,1106,Research & Development,27,3,Human Resources,1,1699,4,Male,95,3,1,Software Engineer,3,Married,8858,10967,3,Y,No,12,4,4,80,0,20,6,3,14,13,5,14
45,No,Travel_Rarely,468,Research & Development,15,2,Marketing,1,1700,1,Male,57,4,2,Data Analyst,3,Married,5282,24367,6,Y,Yes,15,4,1,80,1,16,5,4,8,5,3,7
21,No,Non-Travel,476,Research & Development,19,3,Marketing,1,1701,4,Female,54,2,1,HR Manager,1,Single,3770,11634,9,Y,Yes,11,4,1,80,2,10,2,3,7,5,3,7
27,No,Travel_Rarely,1183,Research & Development,26,2,Other,1,1702,4,Male,78,3,3,HR Executive,1,Single,5381,6071,1,Y,Yes,11,3,3,80,1,17,3,4,8,8,5,8
51,No,Travel_Rarely,871,Research & Development,12,4,Life Sciences,1,1703,4,Male,77,3,2,Employee Relations,1,Single,14512,12263,6,Y,Yes,12,1,4,80,1,17,5,2,15,15,9,14
32,No,Travel_Rarely,524,Research & Development,24,5,Human Resources,1,1704,3,Female,76,3,1,Employee Relations,4,Divorced,15339,25582,3,Y,Yes,14,3,4,80,2,10,5,2,4,3,3,2
25,No,Travel_Rarely,1260,Research & Development,21,3,Marketing,1,1705,4,Male,91,2,3,Recruitment Specialist,1,Divorced,15093,2620,5,Y,No,20,3,4,80,1,9,2,2,8,8,1,8
58,No,Travel_Rarely,878,Sales,4,3,Life Sciences,1,1706,2,Female,62,3,1,Sales Executive,3,Divorced,14198,11377,0,Y,Yes,22,4,1,80,2,16,0,3,13,11,1,13
32,No,Travel_Rarely,1358,Research & Development,1,1,Other,1,1707,1,Female,71,1,1,Marketing Executive,3,Divorced,5305,8532,6,Y,No,19,4,3,80,0,10,6,2,6,3,0,4
59,No,Travel_Rarely,1378,Research & Development,5,1,Technical Degree,1,1708,3,Male,56,3,4,Support Engineer,1,Divorced,13326,17757,2,Y,No,16,3,4,80,1,5,3,1,3,0,1,2
38,No,Travel_Rarely,587,Sales,9,4,Technical Degree,1,1709,2,Female,37,2,1,Business Development,1,Married,3769,9523,8,Y,No,21,3,4,80,0,17,0,4,13,10,7,11
22,No,Travel_Rarely,1472,Research & Development,8,2,Technical Degree,1,1710,3,Female,91,4,2,SEO Specialist,3,Single,5880,14368,4,Y,No,19,4,4,80,2,9,5,3,8,5,7,7
30,No,Travel_Rarely,837,Sales,14,3,Medical,1,1711,4,Female,67,3,3,Business Development,1,Married,11860,23907,5,Y,Yes,15,4,1,80,2,20,3,3,13,11,4,11
35,No,Non-Travel,1491,Research & Development,14,4,Human Resources,1,1712,1,Male,33,3,4,HR Manager,1,Married,12099,18192,9,Y,No,19,3,3,80,1,11,5,3,7,5,2,5
50,No,Travel_Frequently,1221,Sales,4,4,Other,1,1713,2,Female,83,4,2,Sales Executive,4,Married,4279,4703,5,Y,Yes,11,4,3,80,0,17,1,4,10,7,5,9
37,No,Travel_Frequently,1400,Research & Development,25,3,Technical Degree,1,1714,3,Male,77,3,1,Data Analyst,1,Married,13393,2874,6,Y,Yes,23,3,1,80,0,7,0,3,5,2,0,4
